"orig_name","clean_name","match_cos","gvkey","cos_score"
"ARCTIC ALASKA FISHERIES CORPORATION","arctic alaska fisheries corp","ARCTIC ALASKA FISHERIES",14455,98.1855710775
"ARGON ST","argon st","ARGON ST INC",161965,97.7191646424
"ARISTECH CHEMICAL CORPORATION","aristech chemical corp","ARISTECH CHEMICAL CORP",13084,100
"ARISTOTLE INTERNATIONAL INC","aristotle intl inc","ARISTOTLE INTL INC",140907,100
"ARISTOTLE INTERNATIONAL INC.","aristotle intl inc","ARISTOTLE INTL INC",140907,100
"ARIZONA PUBLIC SERVICE COMPANY","arizona public service co","ARIZONA PUBLIC SERVICE CO",1742,100
"ARKANSAS ELECTRIC COOPERATIVES INC","arkansas electric cooperatives inc","ARKANSAS ELECTRIC COOP CORP",24947,81.3462658986
"ARMCO INC","armco inc","ARMCO INC",1755,100
"Armor Holdings Inc.","armor holdings inc","ARMOR HOLDINGS INC",15290,100
"ARVIN INDUSTRIES INC","arvin industries inc","ARVIN INDUSTRIES INC",1786,100
"ASARCO INCORPORATED","asarco inc","ASARCO INC",1789,100
"ASEA BROWN BOVERI INC","asea brown boveri inc","ABB-ASEA BROWN BOVERI GROUP",101410,81.7372037448
"Assurant Inc.","assurant inc","ASSURANT INC",157057,100
"ASSURANT INC.","assurant inc","ASSURANT INC",157057,100
"ASTORIA FINANCIAL CORP","astoria financial corp","ASTORIA FINANCIAL CORP",29246,100
"AT&T CORPORATION","at & t corp","AT&T CORP",1581,100
"AT&T Inc.","at & t inc","AT&T INC",9899,100
"AT&T INC.","at & t inc","AT&T INC",9899,100
"AT&T TECHNOLOGIES, INC","at & t technologies inc","AT&T TECHNOLOGIES INC",1085,100
"AT&T WIRELESS SERVICES INC","at & t wireless services inc","AT&T WIRELESS SERVICES INC",134845,100
"ATHENAHEALTH INC","athenahealth inc","ATHENAHEALTH INC",177930,100
"ATLANTIC CITY ELECTRIC COMPANY","atlantic city electric co","ATLANTIC CITY ELECTRIC CO",14437,100
"ATLANTIC FINANCIAL FEDERAL","atlantic financial federal","ATLANTIC FINANCIAL CORP",61999,81.9044267546
"ATLANTIC RESEARCH CORP","atlantic research corp","ATLANTIC RESEARCH CORP",1847,100
"Atlantic Research Corporation","atlantic research corp","ATLANTIC RESEARCH CORP",1847,100
"ATLANTIC RICHFIELD COMPANY","atlantic richfield co","ATLANTIC RICHFIELD CO",1848,100
"ATLAS ENERGY INC","atlas energy inc","ATLAS ENERGY INC",158736,100
"Atmos Energy Corporation","atmos energy corp","ATMOS ENERGY CORP",4383,100
"ATMOS ENERGY CORPORATION","atmos energy corp","ATMOS ENERGY CORP",4383,100
"AUTOTROL CORPORATION","autotrol corp","AUTOTROL CORP",1900,100
"AUTOZONE INC","autozone inc","AUTOZONE INC",23809,100
"Avaya Inc.","avaya inc","AVAYA INC",139662,100
"AVAYA INC.","avaya inc","AVAYA INC",139662,100
"AVAYA INCORPORATED","avaya inc","AVAYA INC",139662,100
"AVCO CORPORATION","avco corp","AVCO CORP",1908,100
"AVERY INC","avery inc","AVERY INC",1912,100
"AVIALL INC","aviall inc","AVIALL INC",1914,100
"AVIS BUDGET GROUP","avis budget group","AVIS BUDGET GROUP INC",3278,99.0281599093
"AVIS BUDGET GROUP, INC.","avis budget group inc","AVIS BUDGET GROUP INC",3278,100
"Avis/Budget Group","avis budget group","AVIS BUDGET GROUP INC",3278,99.0281599093
"AVISTA CORPORATION","avista corp","AVISTA CORP",11304,100
"AVON PRODUCTS INC","avon products inc","AVON PRODUCTS",1920,98.7682971859
"AVON PRODUCTS INC.","avon products inc","AVON PRODUCTS",1920,98.7682971859
"AVONDALE INDUSTRIES INC","avondale industries inc","AVONDALE INDUSTRIES INC",14325,100
"AVONDALE MILLS","avondale mills","AVONDALE MILLS INC",1921,99.0006862843
"AXIA INC","axia inc","AXIA INC",1922,100
"AYDIN CORPORATION","aydin corp","AYDIN CORP",1923,100
"B F GOODRICH CO","b f goodrich co","GOODRICH CORP",5229,83.4250252217
"BACHE GROUP INC","bache group inc","BACHE GROUP INC",1967,100
"BAE Systems","bae systems","BAE SYSTEMS PLC",63477,88.2844427234
"BAE SYSTEMS, INC.","bae systems inc","BAE SYSTEMS PLC",63477,86.9122766513
"BAKER HUGHES INCORPORATED","baker hughes inc","BAKER HUGHES INC",1976,100
"BALL CORPORATION","ball corp","BALL CORP",1988,100
"BALLARD POWER SYSTEMS CORP","ballard power systems corp","BALLARD POWER SYSTEMS INC",28724,96.3577988426
"BALLY'S GRAND INC","ballys grand inc","BALLY'S GRAND INC",31475,100
"BALLY TECHNOLOGIES INC","bally technologies inc","BALLY TECHNOLOGIES INC",12075,100
"BALTIMORE GAS & ELECTRIC COMPANY","baltimore gas & electric co","BALTIMORE GAS & ELECTRIC CO",144580,100
"BANC ONE CORPORATION","banc one corp","BANK ONE CORP",1998,81.4222970621
"BANCOHIO CORPORATION","bancohio corp","BANCOHIO CORP",2003,100
"BANCOKLAHOMA CORPORATION","bancoklahoma corp","BANCOKLAHOMA CORP",2004,100
"BANCORP HAWAII INC","bancorp hawaii inc","BANK OF HAWAII CORP",2005,84.2082009811
"BANCORPSOUTH BANK","bancorpsouth bank","BANCORPSOUTH INC",14219,89.8504571807
"BANCWEST CORPORATION","bancwest corp","BANCWEST CORP",4708,100
"BANGOR PUNTA CORPORATION","bangor punta corp","BANGOR PUNTA CORP",2012,100
"Bank of America","bank of america","BANK OF AMERICA CORP",7647,94.6908669024
"BANK OF AMERICA","bank of america","BANK OF AMERICA CORP",7647,94.6908669024
"Bank of America Corporation","bank of america corp","BANK OF AMERICA CORP",7647,100
"BANK OF AMERICA CORPORATION","bank of america corp","BANK OF AMERICA CORP",7647,100
"BANK OF DELAWARE","bank of delaware","FIRST BANK OF DELAWARE",162867,88.3106733952
"BANK OF HAWAII","bank of hawaii","BANK OF HAWAII CORP",2005,96.9935086487
"BANK OF MISSISSIPPI","bank of mississippi","MISSISSIPPI POWER CO",7450,83.4297062018
"BANK ONE CORPORATION PAC","bank one corp pac","BANK ONE CORP",1998,87.4637725884
"BANK SOUTH CORPORATION","bank south corp","BANK SOUTH CORP",2021,100
"BANK; CONTINENTAL","bank continental","CONTINENTAL BANK CORP",3463,96.386961584
"BANK; UNITED NATIONAL","bank united national","UNITED NATIONAL CORP",10918,82.8349929821
"BANK; WASHINGTON MUTUAL SAVINGS","bank washington mutual savings","WASHINGTON MUTUAL INC",16243,81.5186325884
"BANKAMERICA CORP","bankamerica corp","BANKAMERICA CORP-OLD",2024,86.4026335765
"BANKAMERICA CORPORATION","bankamerica corp","BANKAMERICA CORP-OLD",2024,86.4026335765
"BANKBOSTON CORPORATION","bankboston corp","BANKBOSTON CORP",2014,100
"BARCLAYSAMERICANCORPORATION","barclaysamericancorporation","BARCLAYSAMERICANCORPORATION",2042,100
"BAROID CORPORATION","baroid corp","BAROID CORP",15102,100
"BARRY WRIGHT CORPORATION","barry wright corp","BARRY WRIGHT CORP",2062,100
"BASF Corporation","basf corp","BASF SE",17436,87.278242091
"BASF CORPORATION","basf corp","BASF SE",17436,87.278242091
"BASIC AMERICAN INC","basic american inc","BASIC AMERICAN CORP",2071,93.9884794645
"BATS GLOBAL MARKETS, INC","bats global markets inc","BATS GLOBAL MARKETS INC",170791,100
"BATTLE MOUNTAIN GOLD COMPANY","battle mountain gold co","BATTLE MOUNTAIN GOLD CO",11985,100
"BAYBANKS INC","baybanks inc","BAYBANKS INC",2089,100
"BB&T","bb & t","BB&T CORP",11856,94.299123949
"BB&T CORPORATION","bb & t corp","BB&T CORP",11856,100
"BDM INTERNATIONAL, INC.","bdm intl inc","BDM INTERNATIONAL INC",25438,100
"BEAM, INC","beam inc","BEAM INC",1408,100
"BEAR CREEK CORPORATION","bear creek corp","BEAR CREEK CORP",2099,100
"BearingPoint Inc.","bearingpoint inc","BEARINGPOINT INC",141983,100
"BEARINGPOINT, INC.","bearingpoint inc","BEARINGPOINT INC",141983,100
"BEAZER HOMES USA, INC.","beazer homes usa inc","BEAZER HOMES USA INC",29755,100
"BECTON DICKINSON AND COMPANY","becton dickinson & co","BECTON DICKINSON & CO",2111,100
"BECTON, DICKINSON AND COMPANY","becton dickinson & co","BECTON DICKINSON & CO",2111,100
"BEKER INDUSTRIES CORP","beker industries corp","BEKER INDUSTRIES",2122,97.0910496592
"BELDEN CORPORATION","belden corp","BELDEN INC",28940,91.7804897098
"Bellsouth Corporation","bellsouth corp","BELLSOUTH CORP",2146,100
"BELLSOUTH CORPORATION","bellsouth corp","BELLSOUTH CORP",2146,100
"BELOIT CORPORATION","beloit corp","REGAL BELOIT CORP",9016,81.7329976195
"BENDIX CORPORATION","bendix corp","BENDIX CORP",2157,100
"BENTLEY SYSTEMS INCORPORATE","bentley systems inc","BENTLEY SYSTEMS INC  -REDH",148392,90.0665306645
"BENTLEY SYSTEMS, INCORPORATED","bentley systems inc","BENTLEY SYSTEMS INC  -REDH",148392,90.0665306645
"BERKLEY","berkley","BERKLEY (W R) CORP",14822,83.2953179123
"BERKSHIRE HATHAWAY ENERGY COMPANY","berkshire hathaway energy co","BERKSHIRE HATHAWAY ENERGY CO",13427,100
"BERKSHIRE HATHAWAY ENERGY PAC","berkshire hathaway energy pac","BERKSHIRE HATHAWAY ENERGY CO",13427,95.4250239743
"BEST BUY CO INC","best buy co inc","BEST BUY CO INC",2184,100
"Best Buy Co. Inc.","best buy co inc","BEST BUY CO INC",2184,100
"BEST BUY CO., INC.","best buy co inc","BEST BUY CO INC",2184,100
"BETHLEHEM STEEL CORPORATION","bethlehem steel corp","BETHLEHEM STEEL CORP",2189,100
"BETZDEARBORN INC.","betzdearborn inc","BETZDEARBORN INC",2190,100
"BEVERAGE MANAGEMENT INC","beverage management inc","BEVERAGE MANAGEMENT INC",2192,100
"BEVERLY ENTERPRISES","beverly enterprises","BEVERLY ENTERPRISES INC",2193,99.0865587426
"BEVERLY ENTERPRISES INC","beverly enterprises inc","BEVERLY ENTERPRISES INC",2193,100
"Beverly Enterprises Inc.","beverly enterprises inc","BEVERLY ENTERPRISES INC",2193,100
"BICOASTAL CORPORATION","bicoastal corp","BICOASTAL CORP",9746,100
"BIG HEART PET BRANDS","big heart pet brands","BIG HEART PET BRANDS",24283,100
"BILL BARRETT CORPORATION","bill barrett corp","BILL BARRETT CORP",162459,100
"BIOGEN, INC.","biogen inc","BIOGEN INC",24468,100
"BIRDS EYE FOODS INC","birds eye foods inc","BIRDS EYE FOODS INC",165360,100
"BISHOP","bishop","BISHOP INC",2253,98.0478176296
"BLACK HILLS CORPORATION","black hills corp","BLACK HILLS CORP",2259,100
"BLACK HILLS POWER & LIGHT CO","black hills power & light co","BLACK HILLS POWER INC",144646,82.3941023601
"BLACKBOARD INC.","blackboard inc","BLACKBOARD INC",264386,100
"BLISS & LAUGHLIN INDUSTRIES INC","bliss & laughlin industries inc","BLISS & LAUGHLIN IND INC",15195,88.6012938815
"BLOOMIN' BRANDS, INC.","bloomin brands inc","BLOOMIN' BRANDS INC",171049,100
"BLOUNT INC","blount inc","BLOUNT INC",62671,100
"BLUE BELL INC","blue bell inc","BLUE BELL INC",2272,100
"BMC INDUSTRIES INC","bmc industries inc","BMC INDUSTRIES INC",1943,100
"BNSF RAILWAY COMPANY","bnsf railway co","BNSF RAILWAY CO",12312,100
"BOATMEN'S BANCSHARES INC","boatmens bancshares inc","BOATMENS BANCSHARES INC",2281,100
"BOC GROUP, INC","boc group inc","BOC GROUP PLC",1945,82.8591651129
"BOEING COMPANY","boeing co","BOEING CO",2285,100
"Boeing Inc.","boeing inc","BOEING CO",2285,95.105043366
"BOISE CASCADE CORPORATION","boise cascade corp","BOISE CASCADE CO",16486,96.5005496746
"BOK Financial Corp.","bok financial corp","BOK FINANCIAL CORP",24447,100
"BOK FINANCIAL CORP.","bok financial corp","BOK FINANCIAL CORP",24447,100
"BOK Financial Corporation","bok financial corp","BOK FINANCIAL CORP",24447,100
"BOK FINANCIAL CORPORATION","bok financial corp","BOK FINANCIAL CORP",24447,100
"BOMBARDIER CORPORATION","bombardier corp","BOMBARDIER INC  -CL B",14078,88.0280621978
"Boston Scientific Corporation","boston scientific corp","BOSTON SCIENTIFIC CORP",25279,100
"BOSTON SCIENTIFIC CORPORATION","boston scientific corp","BOSTON SCIENTIFIC CORP",25279,100
"BOYD GAMING CORPORATION","boyd gaming corp","BOYD GAMING CORP",29011,100
"BP AMERICA","bp america","BP AMERICA INC",14456,98.0237047754
"BP AMERICA INC","bp america inc","BP AMERICA INC",14456,100
"BRAE CORPORATION","brae corp","BRAE CORP",2354,100
"BRANIFF INTERNATIONAL CORPORATION","braniff intl corp","BRANIFF INTERNATIONAL CORP",2367,100
"BRIDGEPOINT EDUCATION INC.","bridgepoint education inc","BRIDGEPOINT EDUCATION INC",182112,100
"BRIDGEPOINT EDUCATION, INC.","bridgepoint education inc","BRIDGEPOINT EDUCATION INC",182112,100
"BRIGHTPOINT INC D/B/A BRIGHTPOINT ECLIPSE PAC","brightpoint inc d b a brightpoint eclipse pac","BRIGHTPOINT INC",30006,87.3036474309
"BRINKER INTERNATIONAL INC.","brinker intl inc","BRINKER INTL INC",3007,100
"Brinker International, Inc.","brinker intl inc","BRINKER INTL INC",3007,100
"BRINKER INTERNATIONAL, INC.","brinker intl inc","BRINKER INTL INC",3007,100
"BRISTOL-MYERS SQUIBB","bristol myers squibb","BRISTOL-MYERS SQUIBB CO",2403,98.963579087
"BRISTOL-MYERS SQUIBB CO.","bristol myers squibb co","BRISTOL-MYERS SQUIBB CO",2403,100
"Bristol-Myers Squibb Company","bristol myers squibb co","BRISTOL-MYERS SQUIBB CO",2403,100
"BRISTOL-MYERS SQUIBB COMPANY","bristol myers squibb co","BRISTOL-MYERS SQUIBB CO",2403,100
"BRISTOL CORPORATION","bristol corp","BRISTOL CORP",2401,100
"BROADCOM CORPORATION","broadcom corp","BROADCOM CORP",66708,100
"BROADCOM CORPORATION PAC","broadcom corp pac","BROADCOM CORP",66708,91.907971875
"BROADRIDGE FINANCIAL SOLUTIONS","broadridge financial solutions","BROADRIDGE FINANCIAL SOLUTNS",176928,87.7726312119
"BROADWAY STORES INC PAC","broadway stores inc pac","BROADWAY STORES INC",2796,94.1368367712
"BROCKWAY GLASS CO INC","brockway glass co inc","BROCKWAY INC",2418,82.7525432899
"BROOKDALE SENIOR LIVING INC","brookdale senior living inc","BROOKDALE SENIOR LIVING INC",164652,100
"BROWN","brown","BROWN & BROWN INC",15417,98.3213922492
"BROWN-FORMAN CORPORATION","brown forman corp","BROWN FORMAN CORP",2435,100
"BROWNING-FERRIS INDUSTRIES, INC","browning ferris industries inc","BROWNING-FERRIS INDS",2439,83.3209789091
"BRUNO'S","brunos","BRUNOS INC",2443,98.3324515875
"BRUNSWICK CORPORATION","brunswick corp","BRUNSWICK CORP",2444,100
"BRUNSWICK GROUP LLC","brunswick group llc","BRUNSWICK CORP",2444,82.5690446567
"BUFFALO WILD WINGS, INC.","buffalo wild wings inc","BUFFALO WILD WINGS INC",157218,100
"BURGESS","burgess","BURGESS INDS",2479,87.5073476009
"BURLINGTON INDUSTRIES INC","burlington industries inc","BURLINGTON INDUSTRIES INC",2489,100
"BURLINGTON NORTHERN INC","burlington northern inc","BURLINGTON NORTHERN SANTA FE",2490,84.4844963371
"BURLINGTON NORTHERN SANTA FE CORP","burlington northern santa fe corp","BURLINGTON NORTHERN SANTA FE",2490,98.2969306765
"Burlington Northern Santa Fe Corporati","burlington northern santa fe corprati","BURLINGTON NORTHERN SANTA FE",2490,89.9354267848
"BURLINGTON RESOURCES COMPANY","burlington resources co","BURLINGTON RESOURCES INC",15084,97.2370166386
"BURLINGTON RESOURCES INC","burlington resources inc","BURLINGTON RESOURCES INC",15084,100
"BURLINGTON RESOURCES INC.","burlington resources inc","BURLINGTON RESOURCES INC",15084,100
"BWX TECHNOLOGIES INC","bwx technologies inc","BWX TECHNOLOGIES INC",185229,100
"C H ROBINSON WORLDWIDE INC","c h robinson worldwide inc","C H ROBINSON WORLDWIDE INC",65609,100
"C&S/SOVRAN CORPORATION","c & s sovran corp","C & S SOVRAN CORP",9911,100
"C.H. ROBINSON WORLDWIDE INC.","ch robinson worldwide inc","C H ROBINSON WORLDWIDE INC",65609,89.4757566316
"C.R. BARD INC.","cr bard inc","BARD (C.R.) INC",2044,100
"CA INC.","ca inc","CA INC",3310,100
"Cable & Wireless","cable & wireless","CABLE & WIRELESS COMM PLC",16436,84.5349424872
"CABOT CORPORATION","cabot corp","CABOT CORP",2593,100
"CABOT OIL & GAS CORP","cabot oil & gas corp","CABOT OIL & GAS CORP",20548,100
"CABOT OIL & GAS CORPORATION","cabot oil & gas corp","CABOT OIL & GAS CORP",20548,100
"CAESARS ENTERTAINMENT CORPORATION","caesars entertainment corp","CAESARS ENTERTAINMENT CORP",20423,100
"Caesars Entertainment Inc.","caesars entertainment inc","CAESARS ENTERTAINMENT INC",116857,100
"CAESARS WORLD INC","caesars world inc","CAESARS WORLD",2605,98.9667587436
"CALFED INC","calfed inc","PALFED INC",16983,83.1178972547
"CALGON CARBON CORPORATION PAC INC DBA CCC PAC OR CALGON CARBON PAC","calgon carbon corp pac inc dba ccc pac or calgon carbon pac","CALGON CARBON CORP",13406,81.416961436
"CALIFORNIA HOTEL & CASINO","california hotel & casino","CALIFORNIA HOTEL AND CASINO",14889,100
"CALIFORNIA THOROUGHBRED BREEDERS ASSOC","california thoroughbred breeders assoc","INTL THOROUGHBRED BREEDERS",6124,81.4648347057
"CALIFORNIA WATER SERVICE GROUP","california water service group","CALIFORNIA WATER SERVICE GP",2628,84.1348129642
"CALMAT INC","calmat inc","CALMAT CO",2633,93.572149934
"Calpine Corporation","calpine corp","CALPINE CORP",63605,100
"CALPINE CORPORATION","calpine corp","CALPINE CORP",63605,100
"CAMERON IRON WORKS INC","cameron iron works inc","CAMERON IRON WORKS",2653,99.0166062731
"CAMPBELL SOUP COMPANY","campbell soup co","CAMPBELL SOUP CO",2663,100
"CANNON MILLS COMPANY","cannon mills co","CANNON MILLS CO",2718,100
"CAPELLA EDUCATION COMPANY","capella education co","CAPELLA EDUCATION CO",163878,100
"Capital One Financial Corp.","capital one financial corp","CAPITAL ONE FINANCIAL CORP",30990,100
"CAPITAL ONE FINANCIAL CORP.","capital one financial corp","CAPITAL ONE FINANCIAL CORP",30990,100
"Capital One Financial Corporation","capital one financial corp","CAPITAL ONE FINANCIAL CORP",30990,100
"CAPITAL ONE FINANCIAL CORPORATION","capital one financial corp","CAPITAL ONE FINANCIAL CORP",30990,100
"CAPITAL ONE FINANICAL CORP.","capital one finanical corp","CAPITAL ONE FINANCIAL CORP",30990,82.8959480974
"CAPITAL SAVINGS BANK","capital savings bank","CAPITAL SAVINGS BANCORP INC",29501,86.1992046156
"CAPITOL AIR INC","capitol air inc","CAPITOL AIR INC",2736,100
"CARDINAL HEALTH INC","cardinal health inc","CARDINAL HEALTH INC",2751,100
"CARDINAL HEALTH INC.","cardinal health inc","CARDINAL HEALTH INC",2751,100
"CARDINAL HEALTH INC. A/K/A CARDINAL HE","cardinal health inc a k a cardinal he","CARDINAL HEALTH INC",2751,87.2888916571
"CARDINAL HEALTH, INC.","cardinal health inc","CARDINAL HEALTH INC",2751,100
"CARDTRONICS INC.","cardtronics inc","CARDTRONICS PLC",264397,89.0183568394
"CAREER EDUCATION CORPORATION","career education corp","CAREER EDUCATION CORP",66379,100
"CAREMARK INTERNATIONAL INC","caremark intl inc","CAREMARK INTL INC",25966,100
"Caremark Rx Inc.","caremark rx inc","CAREMARK RX INC",31549,100
"CARNATION COMPANY","carnation co","CARNATION CO",2775,100
"Carpenter Technology Corporation","carpenter technology corp","CARPENTER TECHNOLOGY CORP",2787,100
"CARPENTER TECHNOLOGY CORPORATION","carpenter technology corp","CARPENTER TECHNOLOGY CORP",2787,100
"CARSON PIRIE SCOTT & COMPANY","carson pirie scott & co","CARSON PIRIE SCOTT",2792,97.2485986178
"CARTER","carter","CARTER'S INC",150278,81.6736061956
"CASE CORPORATION","case corp","CASE CORP",30383,100
"CASH AMERICA INTERNATIONAL INC","cash america intl inc","CASH AMERICA INTL INC",13032,100
"CASH AMERICA INTERNATIONAL, INC.","cash america intl inc","CASH AMERICA INTL INC",13032,100
"CASTLE & COOKE INC","castle & cooke inc","CASTLE & COOKE INC",61780,100
"CATELLUS DEVELOPMENT CORP","catellus development corp","CATELLUS DEVELOPMENT CORP",23466,100
"CATERPILLAR INC","caterpillar inc","CATERPILLAR INC",2817,100
"CATERPILLAR INC.","caterpillar inc","CATERPILLAR INC",2817,100
"CATERPILLAR, INC.","caterpillar inc","CATERPILLAR INC",2817,100
"CB&T BANCSHARES INC","cb & t bancshares inc","CB BANCSHARES INC",17654,91.5424567389
"CBEYOND INC","cbeyond inc","CBEYOND INC",163987,100
"CBEYOND, INC.","cbeyond inc","CBEYOND INC",163987,100
"CBI INDUSTRIES INC","cbi industries inc","CBI INDUSTRIES INC",2527,100
"CBS CORPORATION","cbs corp","CBS CORP",13714,100
